text,intent_name
have i been spending a lot on shoes lately,spending_history
have i been spending a lot on food lately,spending_history
have i been spending a lot on alcohol lately,spending_history
have i been spending a lot on take out lately,spending_history
how much have i spent on shoes lately,spending_history
did i spend a lot on shoes recently,spending_history
how much have i spent on shoes,spending_history
have i have been spending a lot of money on shoes,spending_history
what is the total i spent on shoes recently,spending_history
what have i spent over the last few days,spending_history
how much have i spent recently,spending_history
how much money have i dropped recently,spending_history
how much money have i spent this month,spending_history
what's the amount of money i spent yesterday,spending_history
could you tell me how much i've spent over the past two weeks,spending_history
how much money have i spent this week,spending_history
could you tell me how much money i spent last week,spending_history
please tell me how much i have spent recently,spending_history
how much did i spend last week,spending_history
can you tell me my spending history from last week,spending_history
i want to know how much i spent last week,spending_history
i want to know my recent spending,spending_history
how much have i paid for rent in the last 6 months,spending_history
how much money have i spent on groceries recently,spending_history
how much did i spend on groceries today,spending_history
how much have i spent eating out this week,spending_history
what chunk of my income have i spent on rent this year,spending_history
what's it been costing me to buy three packs a day,spending_history
what have car repairs ran me this month,spending_history
what has gas cost me this week,spending_history
what did car insurance run me this year,spending_history
what's the total amount i've spent eating out in the last two weeks,spending_history
how much have i spent on alcohol recently,spending_history
how much have i spent on books recently,spending_history
how much have i spent on food recently,spending_history
how much have i spent on bills recently,spending_history
how much have i spent on clothes recently,spending_history
i need to know my total spending on amazon for november and december 2018,spending_history
please list my total spending on grocery shopping for the last two months,spending_history
how much have i spent on starbucks since the beginning of 2019,spending_history
what is my total spent on dining out for the month of january,spending_history
what is the total amount that i have spent on the cash app for this month so far,spending_history
have i spent a lot on food recently,spending_history
i need to know what i have spent on food recently,spending_history
can you tell me what i have spent on food recently,spending_history
what have i spent on food recently,spending_history
what is the amount i have spent on food recently,spending_history
how much have i lately spent on eating out,spending_history
what have i spent lately in child care,spending_history
how much have i spent lately on food,spending_history
how much money have i recently spent on entertainment,spending_history
how much have i paid in medical expenses recently,spending_history
how much did i spend on gas last week,spending_history
can you tell me what i spend on gas for the past two weeks,spending_history
yesterday what did i spend on lunch,spending_history
i need to know what i spend on utilities for the last year,spending_history
what did i spend on groceries this month,spending_history
have i been giving lot of money to food to food lately,spending_history
how much money did i use to spend on catering five hours ago,spending_history
how much did i spend on gear two weeks ago,spending_history
have i been spending a lot on roast beef lately,spending_history
have i been spending a ton of money on movies lately,spending_history
how much money did i spend on tent equipment four hours ago,spending_history
how much did i spend on furniture last week,spending_history
how much did i spend on petrol 2 days ago,spending_history
how much money did i spend on food last month,spending_history
would please let me know how much i spent on food in january,spending_history
could you check my account and let me know how much i spent on food in january,spending_history
please check and tell me the amount i spent on food last month,spending_history
let me know the amount i spent on food last month,spending_history
i have been spending a lot on food out lately,spending_history
i have spent a lot on groceries lately,spending_history
i spent a lot on vacations recently,spending_history
i have been spending a lot on utility bills lately,spending_history
i have been spending a lot on insurance lately,spending_history
did i go out to eat more than usual,spending_history
have i been spending more money at restaurants,spending_history
how much did i spend on food,spending_history
how much do i spend going out to eat,spending_history
what's my going out to eat tab this month vs last month,spending_history
how much did i spend shopping for clothes today,spending_history
how much did i spend the past 3 days,spending_history
how much did i spend on gas the past month,spending_history
how much have i spent on food in the past week,spending_history
locate lost luggage from flight america airlines in o'hare,lost_luggage
on flight america airlines in o'hare lost luggage,lost_luggage
in o'hare lost luggage on flight america airlines,lost_luggage
lost luggage on flight america airlines in o'hare,lost_luggage
while on flight america airlines i lost luggage in o'hare,lost_luggage
it seems my luggage was lost,lost_luggage
my luggage was lost so what do i do,lost_luggage
my luggage is missing i was on spirit flight ab123 from chicago,lost_luggage
i think my luggage has been lost,lost_luggage
i think my luggage was misplaced or has been lost,lost_luggage
i lost my luggage coming from new york city on american flight ab123,lost_luggage
what step do i take if my bag got lost on the flight,lost_luggage
i lost my luggage coming from chicago on delta flight ab123,lost_luggage
what is the next step if my luggage was lost,lost_luggage
"i lost my luggage, what now",lost_luggage
i lost my luggage,lost_luggage
my luggage is missing i was on frontier flight ab123 from seattle,lost_luggage
my luggage was lost on the flight,lost_luggage
my luggage is lost i was on delta flight ab123 from detroit,lost_luggage
can you please help me find my lost luggage,lost_luggage
my luggage has not arrived and i would like help locating it,lost_luggage
my luggage has not arrived and i would like assistance locating it,lost_luggage
can you please help me locate my luggage,lost_luggage
my luggage is lost and i would like help trying to locate it,lost_luggage
im at lax and my bags aren't,lost_luggage
my bags did not arrive here at smf,lost_luggage
i got to vegas airport but my bags didn't,lost_luggage
"where are my bags, not here at the airport",lost_luggage
my bags didn't make it to the new orleans airport,lost_luggage
i'm not able to find my luggage and i was on southwest airlines flight ab123 out of houston,lost_luggage
my luggage is missing i was on american airlines flight ab123 out of dallas,lost_luggage
i just traveled on american airlines flight ab123 out of dallas i can't find my luggage,lost_luggage
i flew on southwest airlines flight ab123 out of dallas and i can not find my luggage,lost_luggage
i was on american airlines flight ab123 out of houston and i can't find my luggage,lost_luggage
what if i lost my luggage,lost_luggage
"help, i lost my luggage",lost_luggage
what to do if luggage lost,lost_luggage
how to find lost luggage,lost_luggage
what do you do if your luggage is missing,lost_luggage
what is the best way to deal with my lost luggage,lost_luggage
i'm in baggage claim at the airport and my luggage didn't make it,lost_luggage
who can i turn to if i lost my luggage,lost_luggage
i'm waiting for my luggage in the airport now but it's been a while and it's still not arrived,lost_luggage
where do i begin the process of reporting my luggage lost,lost_luggage
"my luggage is nowhere in sight, it might be lost",lost_luggage
"if i lost my luggage, where can i get help",lost_luggage
i believe it looks like my luggage has disappeared,lost_luggage
"my luggage is missing, i think",lost_luggage
it appears that my luggage has vanished,lost_luggage
can you tell me what to do as i am in the airport and have been for some time and there is still no sign of my suitcase,lost_luggage
there's a strong possibility that my luggage has gone missing,lost_luggage
how do i handle the situation if i lost my luggage,lost_luggage
is there someone i can talk to since i am in the airport waiting for my luggage which never came,lost_luggage
what should i do if i'm waiting at the airport and my luggage is not here,lost_luggage
i think my luggage got lost,lost_luggage
i believe that my luggage was lost,lost_luggage
it looks as though my luggage has been lost,lost_luggage
i don't know where my luggage is,lost_luggage
i'm having trouble finding my luggage i was on delta flight ab123 out of new york,lost_luggage
i was on delta flight ab123 out of new york and i can't find my luggage,lost_luggage
i miss placed my luggage i was on delta flight ab123 out of new york,lost_luggage
my luggage is lost i was on delta flight ab123 out of new york,lost_luggage
i was on delta flight ab123 out of new york and haven't been able to locate my luggage,lost_luggage
my luggage appears to be missing,lost_luggage
i need to find my luggage,lost_luggage
do you know where my luggage is,lost_luggage
i can't find my luggage anywhere and there's no more on the conveyor,lost_luggage
can you see if you can track where my luggage is,lost_luggage
"what the heck, where's my luggage!",lost_luggage
i can't find any of my luggage!,lost_luggage
do you know where the luggage for people on panam flight ab123 out of tuscon is,lost_luggage
who do i report lost luggage to,lost_luggage
i'm here at dia but my luggage isn't!,lost_luggage
find me the number for jet blue's customer service so i can yell at someone about my missing luggage,lost_luggage
can you help me locate lost luggage,lost_luggage
how do i find lost luggage,lost_luggage
i arrived on delta flight ab123 from juno but my luggage doesn't appear to have come with me,lost_luggage
what's the procedure to deal with lost luggage,lost_luggage
i just flew in on american airlines flight ab123 from chicago and can't find my luggage,lost_luggage
can you check where my luggage is off jetblue flight ab123 out of buffalo,lost_luggage
where's my luggage for american airlines flight ab123 out of denver,lost_luggage
how do i go about resolving my luggage that didn't arrive,lost_luggage
can you find out what happened to my luggage,lost_luggage
do you know whom i should contact since my luggage did not arrive,lost_luggage
"my luggage did not arrive, please investigate",lost_luggage
"where is my luggage, i was on delta flight ab123 out of dc",lost_luggage
"i need my luggage found, i was on delta flight ab123 out of san francisco",lost_luggage
"i can't locate my luggage, i was on jetblue flight ab123 out of detroit",lost_luggage
"my luggage is lost, i was on american airlines ab123 out of los angeles",lost_luggage
"i need assistance with my lost luggage, i was on american airlines ab123 out of talahasse",lost_luggage
help me find my luggage,lost_luggage
tell me where my luggage is,lost_luggage
how do i find lost luggage in an airport,lost_luggage
i need to figure out what to do about lost luggage,lost_luggage
"my luggage is lost,what do i do now",lost_luggage
who do i go to to find lost luggage,lost_luggage
who do i complain to about my luggage not arriving at the airport,lost_luggage
can you help me find my luggage it was lost on delta flight abc123 from houston,lost_luggage
i need my luggage that your airline lost it was flight abc123 and now it’s suddenly missing,lost_luggage
my luggage was on delta flight abc123 out of houston and now i can’t find it,lost_luggage
tell me my reminders,reminder
tell me my current reminders list,reminder
please read my reminders,reminder
will you repeat my reminder list,reminder
check my reminders for mop and floor,reminder
read my reminder list to me,reminder
is mop the floor already in my reminders,reminder
read back the reminder list,reminder
what's on the reminder list,reminder
read my reminders to me,reminder
check my reminders for mop the floor,reminder
what reminders do i have,reminder
read what i added to the reminder list,reminder
can you list each item on my reminder list,reminder
can you tell me what reminders i've set,reminder
tell me what's on my reminder list,reminder
do i have any reminders to look up how to properly do a potato in my microwave,reminder
do i have a reminder for our neighbor's anniversary,reminder
tell my all my reminders,reminder
is respond to the professor's email on my list of reminders,reminder
read me my reminders list,reminder
go through all the reminders on my list and state what they are,reminder
is there a reminder for my aa meeting on my list,reminder
speak back to me what's on my reminder list,reminder
iterate the items on my reminder list,reminder
please go through my reminder list and tell me what's on it,reminder
did i add to my reminder list that i need to take the car in for an oil change,reminder
what did i want to remember again,reminder
what did i put on my list of reminders,reminder
can you tell me the reminders i have set up,reminder
what were the reminders that i made,reminder
i wanted to remember what again,reminder
can you remind me what i was trying to remember,reminder
i had a list of reminders what were they,reminder
remind me of what i asked you to remember,reminder
what reminders did i have,reminder
what are the thing i told you to help me remember,reminder
read my reminders please,reminder
what's on my reminder list today,reminder
do i have anything in my reminders,reminder
what did i ask to be reminded about,reminder
check if getting a light bulb is on my list of reminders,reminder
is buying a light bulb on my reminders list,reminder
confirm that buy a light bulb is on my list of reminders,reminder
please read my list of reminders,reminder
what is now on my reminder list,reminder
what things are currently on my reminder list,reminder
tell me what is showing up on my reminder list,reminder
what are the items on my reminder list,reminder
can you read my list back to me,reminder
can you repeat my list back to me,reminder
can you describe my list back to me,reminder
what is on my reminder list,reminder
is checking the mail on my list of reminder,reminder
i want to see my reminder list,reminder
what do i want to remember,reminder
let me know what is on my reminder list,reminder
can you please repeat my list back to me,reminder
tell me what is on my reminder list,reminder
let me see the reminder list please,reminder
can you read me my list of reminders,reminder
what do i have on my list of reminders,reminder
what did i list in my reminders,reminder
"i wanted to remember some things, what were they",reminder
can you remind me the things i was trying to remember,reminder
let me know what's on my list of reminders,reminder
can you tell me what things i was trying to remember,reminder
tell me what's on my reminders list please,reminder
what were those things i was trying to remember,reminder
do you know what things i wanted to remember,reminder
what are in my reminders list,reminder
my list of reminders is what,reminder
on my list of reminders is what,reminder
the lists of my reminders is what,reminder
reminders of my list is what,reminder
is there a reminder set to clean the gutters,reminder
what do i have on my reminder list,reminder
please read all the items on my reminder list,reminder
can you tell me all the reminders i have set on my reminder list,reminder
did i request a reminder for my niece's graduation,reminder
"can you read my reminder list, please",reminder
is the company party on my list of reminders,reminder
did i set up a reminder to clean the bathroom,reminder
what did i include on my list of things to remember,reminder
please look to see if paying bills is on my reminders list currently,reminder
please tell me everything on my list of reminders,reminder
tell me if flipping the mattress is on my list of reminders please,reminder
i need to know the content of my list of reminders,reminder
tell me everything i included on my list of things to remember for later,reminder
check to see if picking up glenn from the airport is on my list of reminders,reminder
go through my reminder list with me please,reminder
i would like to hear you read my reminder list to me,reminder
i want to hear what is on my reminders list,reminder
read my list of reminders to me,reminder
tell me what i had wanted to remember earlier,reminder
did i include cleaning the hamster cage on my list of reminders,reminder
walk me through the items on my reminder list,reminder
i need to know what it is that i wanted to remember before,reminder
please give me a rundown of my reminder list,reminder
i want to hear everything on my reminder list,reminder
remind me to call my mother saturday morning,reminder_update
please set up a reminder i need to remember to ask about work,reminder_update
make a reminder for me to do my resume,reminder_update
remind me to take out the garbage in the morning,reminder_update
"the next time it rains, remind me to close the windows",reminder_update
could you make me a reminder to do the floors,reminder_update
i need a reminder set for signing up for the conference,reminder_update
set a reminder for me to call my brother at 8 pm,reminder_update
make me a reminder about booking it,reminder_update
"at 4 tomorrow afternoon, remind me to start the oven",reminder_update
how about a reminder,reminder_update
i would like a reminder,reminder_update
i need to make a reminder please,reminder_update
please give me a reminder,reminder_update
can you set me a reminder,reminder_update
can i set a reminder,reminder_update
please make a reminder,reminder_update
add a reminder to check how the body is decomposing,reminder_update
remind me to set the meat out to defrost,reminder_update
create a reminder for me to exercise this week,reminder_update
will you add a reminder for me,reminder_update
add a reminder to pick milk up at the store,reminder_update
make a reminder to do my taxes,reminder_update
set a reminder to remind me to check when my car payment is,reminder_update
set a reminder for me to take my meds,reminder_update
can you create a reminder,reminder_update
create a reminder for me to send flowers to my mom for mother's day,reminder_update
i'd like to have a reminder made,reminder_update
set a reminder for later,reminder_update
please remind me later,reminder_update
remind me again please,reminder_update
remind me later,reminder_update
please remind me at a later time,reminder_update
set a reminder,reminder_update
remind me,reminder_update
please remind me of something,reminder_update
i need a reminder,reminder_update
i would like to be reminded,reminder_update
set a reminder for me,reminder_update
i need a reminder to remind me to do something,reminder_update
i want you to remind me of something,reminder_update
i need you to remind me to get something done,reminder_update
remind me to call the vet tomorrow,reminder_update
set a reminder for me to do this in a bit,reminder_update
can you set a reminder for the meeting,reminder_update
set a reminder to go dress shopping,reminder_update
remember to remind me of this later,reminder_update
i need to set a reminder to go to the post office,reminder_update
set a reminder for tomorrows meeting,reminder_update
set a reminder for the movie,reminder_update
set a reminder to go grocery shopping,reminder_update
set a reminder to feed the dogs,reminder_update
set a reminder to go check the mail,reminder_update
make a reminder to change the cat litter,reminder_update
set a reminder for my doctors appointment,reminder_update
dont forget to set a reminder to pay the bills,reminder_update
please remind me to do this later,reminder_update
remind me to do this in awhile,reminder_update
help me set a reminder to work out,reminder_update
dont let me forget to do that thing later,reminder_update
make a reminder to work out at the gym,reminder_update
set a reminder to pick up the kids,reminder_update
set a reminder to call my mom,reminder_update
remind me to take the chicken out in a hour,reminder_update
set reminder to prepare for my meeting at 10 am,reminder_update
set reminder for tomorrow to eat,reminder_update
remind me to bring a jacket in tomorrow,reminder_update
set a reminder to bring a book to work tomorrow,reminder_update
set a new reminder for tomorrow at 4am,reminder_update
make reminder to pay rent on the 30th of every month,reminder_update
"open up a reminder, pay taxes on monday",reminder_update
"new reminder, please",reminder_update
create a reminder to give the cat her flea medicine,reminder_update
set up a reminder to give the cat her flea medicine,reminder_update
i need you to make a reminder for me to give the cat her flea medicine,reminder_update
"make a reminder, pay taxes on monday",reminder_update
set reminder pay taxes on monday,reminder_update
make a reminder to give the cat her flea medicine,reminder_update
set up an alarm to remind me to give my cat her flea medicine,reminder_update
set reminder to feed cat tonight at 6pm,reminder_update
set a reminder for monday pay taxes,reminder_update
create a reminder to pay taxes on monday,reminder_update
remind me to use the bathroom,reminder_update
please reminder for car meet,reminder_update
remind me to clean room,reminder_update
i need to be notified to clean the room,reminder_update
remind me tommorow at 3pm i have a doctors appointment,reminder_update
remind me friday to call my mother,reminder_update
make me a reminder that tommorow is trash day,reminder_update
set up a reminder that i need to pay my car ins the 23rd,reminder_update
set up a reminder to mail a check tommorow,reminder_update
i need to take out the trash please remind me,reminder_update
set a reminder to take out the trash,reminder_update
tell me to take out the trash in an hour,reminder_update
remind me to take out the trash,reminder_update
please remind me to take out the trash,reminder_update
i need to be reminded to pray,reminder_update
i want to get reminded to clean my room,reminder_update
remind me to call bob,reminder_update
give me a reminder for calling bill,reminder_update
when should i pay my bill by,bill_due
when is my car insurance due,bill_due
when's the gas bill due,bill_due
when do i pay the utilities,bill_due
do i pay my rent this week,bill_due
i need to know when i must pay my car bill,bill_due
how much is my water bill,bill_due
is my bill due this week,bill_due
how much time left to pay my bill,bill_due
what day is my car insurance due,bill_due
when's the electric bill due,bill_due
when's the next phone bill,bill_due
when is my next car payment,bill_due
when is too late to pay my cable bill,bill_due
can you alert me when my phone bill is due,bill_due
on what day do i pay my car payment,bill_due
how can i know when my cable bill is due,bill_due
what day do i have to pay for my capital one card,bill_due
how long do i have left to pay for my chase credit card,bill_due
what is the due date of my att bill,bill_due
when is my xfinity bill due,bill_due
how many more days before my verizon bill is due,bill_due
i cant remember when my bill is due,bill_due
what is the due date of my bill,bill_due
what day is my bill due,bill_due
when is my bill due,bill_due
tell me when my bill will be due,bill_due
how do i locate when my gas bill is do,bill_due
i would like to know my electric bills date it needs to be payed,bill_due
i need to know where to locate when my gas bill is due,bill_due
can you tell me when my electric bill is due,bill_due
i need to know the due date for my credit card,bill_due
where should i look for when my gas bill is due,bill_due
can you tell me the date my credit card is due,bill_due
i'd like to find the date that my gas bill is due,bill_due
how do i know when to pay my gas bill,bill_due
when do i have to pay my water bill by,bill_due
when do i have to pay my electric bill by,bill_due
when do i have to pay my internet bill by,bill_due
when do i have to pay my gas bill by,bill_due
tell me when i have to pay my bill,bill_due
what date do i have to pay my bill,bill_due
give me the date my bill is due,bill_due
on what day do i have to pay my nordstrom bill,bill_due
when is my chase visa due,bill_due
when do i need to pay my annual payment for auto insurance,bill_due
what is the exact due date for my mortgage payment,bill_due
what is the due date for my metronorth monthy pass,bill_due
can you tell me when my peco energy bill is due this month,bill_due
please find the exact payment due date for my sprint phone bill,bill_due
what is the due date on my xfinity internet bill for february,bill_due
what is the latest date that i can pay my direct tv bill this month,bill_due
i need the new due date for my pgw gas bill,bill_due
what time do i have to pay z bill,bill_due
whats the due date for z bill,bill_due
how soon before my catering bill is due,bill_due
how long before my lawn guy bill's due,bill_due
when's my heater bill due,bill_due
what date is my water bill due,bill_due
whats the deadline for amex payment,bill_due
when is my visa due,bill_due
when is visa due,bill_due
do you know when i need to pay my mastercard,bill_due
what's the due date for my american express payment,bill_due
when is my mortgage payment due,bill_due
what's the due date for the credit card,bill_due
when's the next time i have to pay the insurance,bill_due
how long do i have to pay the gas bill,bill_due
when's the rent due,bill_due
when does the car payment come due,bill_due
when does the electric bill up,bill_due
how do i check when my mortgage is next up for payment,bill_due
when do i owe the state payment for my car tags,bill_due
when do i owe the rent,bill_due
do i need to pay my credit card bill already,bill_due
do you know when my next electric bill is due,bill_due
where do i find information on when the water bill is due,bill_due
how do i ascertain when my next insurance payment will be,bill_due
what do i do to check when my next credit card payment is,bill_due
when do i need to pay my at&t bill,bill_due
what is the due date of my at&t bill,bill_due
is my at&t bill do soon,bill_due
when is my at&t bill due,bill_due
what date is my at&t bill due,bill_due
when's the ac bill due,bill_due
what day is the z bill due,bill_due
what's the due date for the renting bill,bill_due
i want to know when a bill is due,bill_due
what day is the bill due,bill_due
i would like to know when the bill is due,bill_due
what is the due date for a bill,bill_due
when is the bill due,bill_due
how do i find when my water bill needs to be paid,bill_due
when is my water bill due,bill_due
how do i find when my cable bill is due,bill_due
when is my electric bill due,bill_due
when do i need to pay the water bil,bill_due
how do i find when my medical bill is due,bill_due
when do i need to pay the cable bill,bill_due
how do i find when my electric bill is due,bill_due
let my credit card company know that my card split in half,damaged_card
how do you report a burned debit card,damaged_card
"my card split in half, how do i report it",damaged_card
report my burned card to the company,damaged_card
what do i say when i report a split credit card,damaged_card
my card was damaged by my cat; can i report that,damaged_card
i dropped my card in my gasoline and the printing wore off,damaged_card
i need to report that my dog chewed up my card,damaged_card
it seems i can't use my card since it has been damaged,damaged_card
"unfortunately, my card is damaged and unusable",damaged_card
what should i do with an unusable and damaged card,damaged_card
my card is unusable because it's damaged,damaged_card
i cracked my card and need a replacement,damaged_card
my card got melted and i need to report it,damaged_card
"my card got melted and i need to report it, please",damaged_card
"my card got melted in the dryer and i need to report it, please",damaged_card
my card got damaged and i need to report it,damaged_card
"my card got damaged and i need to report it, please",damaged_card
my card is damaged so i can not use it,damaged_card
report the card has been damaged,damaged_card
"i can not use my card, it is damaged",damaged_card
"the card is torn, let's report it",damaged_card
report that the card has been wrecked,damaged_card
my card is damaged and no longer function,damaged_card
my card is damaged and unusable,damaged_card
"my card is wrecked, let's report it",damaged_card
report the card has been torn,damaged_card
i can not use my card since it is damaged,damaged_card
i need to report a bent card,damaged_card
"my card split in half, can i report it",damaged_card
"i cracked my card, order a new one",damaged_card
report that i split my card,damaged_card
please make a report that my card is split,damaged_card
"the magnetic strip on my card is scratched, let the card company know",damaged_card
"i cut up the wrong card, please contact the bank and let them know",damaged_card
"i creased my card today, contact the bank",damaged_card
"my card is cracked, please tell the card company",damaged_card
"the dog chewed up my card, will you find out what it takes to get a replacement",damaged_card
the plastic numbers on my card are falling off,damaged_card
corner of my credit card is chipped off,damaged_card
my card got snapped in half,damaged_card
my card is too scratched and won't read correctly,damaged_card
the sticker on my card is peeling off,damaged_card
i can't use my card because it is broken,damaged_card
my broken card won't work,damaged_card
i can't use my damaged card,damaged_card
my damage card is not working,damaged_card
my damage card will not work,damaged_card
i don't know who to notify that i ran my credit card over with the lawn mower,damaged_card
i ran my credit card over with the lawn mower and need to replace it,damaged_card
i need to replace my credit card because i ran it over with the lawn mower,damaged_card
my card is partially damaged how do i report this,damaged_card
my card is not working and i need to let them know,damaged_card
my card broke in half and i need to report this,damaged_card
the chip on my card is damaged and i need a new one,damaged_card
my card's magnetic strip is not working and i want to notify them,damaged_card
my card has a deep crease through the middle so i would like to report it,damaged_card
how do i report my card if it got cut in half,damaged_card
my card is cracked and i want to report it,damaged_card
my card is too scratched up and i need to report it,damaged_card
i need to report my bent card,damaged_card
report to the company that i damaged my card,damaged_card
call the card company and ask them to replace my card,damaged_card
i damaged the card; can you replace the card,damaged_card
i demagnetized my card and want to report it,damaged_card
i want to report a broken card,damaged_card
"my phone was too close to my card and demagnetized it, how can i report this",damaged_card
my card has been erased and i need to report it,damaged_card
"i need a report form for my damaged, demagnetized card",damaged_card
how to report bent credit card,damaged_card
i can't use my broken card,damaged_card
i broke my card,damaged_card
how to tell the company that my credit card melted,damaged_card
my card is broken,damaged_card
my card isn't working,damaged_card
who do i report to if my credit card snaps,damaged_card
"i accidentally bent my card, what do i do",damaged_card
my card doesn't work anymore,damaged_card
how do i report a melted credit card,damaged_card
"my card needs replaced, i accidentally scraped it",damaged_card
"i'd like to report my card as damaged, it's bent",damaged_card
"i bent my card, can you report it to my bank",damaged_card
"my card got scratched badly, can you tell my bank to send a replacement",damaged_card
"my card snapped, can you tell my bank to send a replacement",damaged_card
i accidentally put my credit card in the shredder,damaged_card
my credit card fell out of my back pocket and got flushed down the toilet,damaged_card
my credit card snapped in half while i was fiddling with it,damaged_card
my dog ate my credit card and ruined it,damaged_card
i was using my credit card as a cutting board and accidentally sliced it in half,damaged_card
can you assist me with reporting that the atm nicked my card,damaged_card
i need to report a new card please the atm hurt mine,damaged_card
how report that scratched my card,damaged_card
the atm chewed up my card can i get a new one,damaged_card
"an atm ate my card, how do i report it",damaged_card
my card fell out of my wallet and i ran over it so it does not work,damaged_card
my card fell in the toilet and now the chip does not work,damaged_card
the magnetic strip on my card is scratched up pretty badly from overuse can i get a new one,damaged_card
i need a new card because my dog chewed on it and now it does not work,damaged_card
i want to report my damaged card i accidentally cut it up thinking it was my expired card,damaged_card
i cracked my rewards card can i get a different one,damaged_card
can you find my package in transit,order_status
track my package please,order_status
help me find my package,order_status
i need to track my package,order_status
what's going on with my order,order_status
can you see where my package is,order_status
do you know anything about the status of my order,order_status
can you check if my order has been delivered,order_status
are you able to figure out where my package is,order_status
order status,order_status
is my order being delivered soon,order_status
where's my package,order_status
do you know where my package is,order_status
"check status on my deliver, has it been delivered",order_status
is my order shown as delivered,order_status
did my order ship,order_status
can you tell where my package is,order_status
is my package able to be tracked by you,order_status
can you find my package,order_status
can you locate my package,order_status
are you able to tack my package,order_status
has my online order shipped yet,order_status
i need to know what the most recent update is on the status of my online purchase,order_status
look up the status of the order i placed online,order_status
check to see the status of my recent online order,order_status
find out the status of my most recent online purchase,order_status
"i ordered some curtains off amazon, can you tell me if it's been shipped yet",order_status
what's the status of my order,order_status
can you check on the status of my orders at amazon,order_status
can you tell me what the status of my last amazon order is,order_status
can you tell me if my last amazon order is coming today,order_status
show me tracking on my order,order_status
what is the status of my order,order_status
can you update me on my last amazon orders,order_status
"i just placed my order today, what is the status of it",order_status
can i please get the status my order,order_status
my order was put in and i was wonder how i can see the status of it,order_status
i submitted my order is there any updates on it yet,order_status
"hey, i just put in my order and i was wondering what the status of it",order_status
what's the current location of my package,order_status
has my ordered arrived,order_status
when will my package arrive,order_status
can you see if my order was delivered,order_status
did my order ever get distributed today,order_status
where was my package last at,order_status
can you help me find my package,order_status
was my order dropped off,order_status
where's my package right now,order_status
would you track my package,order_status
please track my package,order_status
track my package now please,order_status
could you please track my package,order_status
i need you to track my package,order_status
what is the status of my online order,order_status
what's the status of the order i placed online last week with target,order_status
please tell me the status of my last online order from walmart,order_status
"can i still make changes to my order, or has it already been shipped",order_status
i need an update on my online order from nespresso,order_status
when can i expect to receive the order,order_status
has my order been shipped,order_status
can you give me a status update on my online order from amazon,order_status
what is the status of my online order of coffee pods,order_status
what is the status of my recent order,order_status
can you please check on the status of my online order,order_status
check up on the status of my online order,order_status
online order: status,order_status
check on the status of my order,order_status
where is my order,order_status
is my order here yet,order_status
when will my order be delivered,order_status
check the status of my order,order_status
show me where my order is,order_status
has my order been shipped yet,order_status
can you check to see if my order has been delivered,order_status
"could you check to see if my order has been delivered, please",order_status
"can you check to see if my order has been delivered, please",order_status
"could you check if my order has been delivered, please",order_status
could you check to see if my order has been delivered,order_status
has the order that i placed arrived,order_status
is my order already here,order_status
is my order due yet,order_status
is the packaged delivered already,order_status
has my order arrived yet,order_status
how soon will me package arrive,order_status
when can i expect my order,order_status
check order number,order_status
"track package, please",order_status
are you able to track my package,order_status
track my package,order_status
what is the tracking on my package,order_status
get the tracking on my package,order_status
what is the status of my delivery order,order_status
where is my delivery order,order_status
has my delivery order arrived yet,order_status
has my delivery order showed up,order_status
"i ordered for delivery, has is arrived yet",order_status
what is the status of my most recent order,order_status
has my recent order shipped,order_status
when will my order be here,order_status
will my order be here by saturday,order_status
i'm afraid this charge on my account is fraud,report_fraud
i think there's fraud on my account,report_fraud
i think i have fraud on my account from walmart,report_fraud
there's been some fraudulent activity on my card,report_fraud
i'm pretty sure this charge from sam's club is fraudulent,report_fraud
i'm pretty sure this charge is fraudulent,report_fraud
i need to report some fraudulent card activity,report_fraud
there are some questionable charges on my card,report_fraud
i think there's a fraudulent transaction on my account,report_fraud
there's a shady charge from comcast on my account,report_fraud
my account has a fraudulent transaction i think,report_fraud
can you help me with some fraudulent charges on my card,report_fraud
i think i've been the victim of fraud,report_fraud
i'd like to report a fraudulent charge from people's natural gas,report_fraud
this costco charge looks fraudulent,report_fraud
there's fraudulent transaction going on,report_fraud
i may have a fraudulent transaction,report_fraud
i suspect some suspicious activity,report_fraud
there seems to be fraudulent activity,report_fraud
i suspect fraudulent transaction,report_fraud
i need to report fraudulent activity on my card,report_fraud
i'm reporting fraudelent activity on my card,report_fraud
there has been fraudulent activity on my card and i need to report it,report_fraud
i need to make a report due to fraudulent activity on my card,report_fraud
due to fraudulent activity on my card i need to make a report,report_fraud
how do i report a fraudulent charge on my visa,report_fraud
how do i report fraud on my discover card,report_fraud
how do i let visa know about a charge i didn't make,report_fraud
help me tell visa about fraud on my account,report_fraud
how do i tell mastercard about a fraudulent charge,report_fraud
i have activity on my bank of america card i don't recognize,report_fraud
i think a thief used my card,report_fraud
i have suspicious charges on my discovery card,report_fraud
i believe there's fraud on my card,report_fraud
i need to report fraudulent activity on my mastercard,report_fraud
i think someone's using my visa card without my permission,report_fraud
i have transactions on my card that aren't mine,report_fraud
my card has purchases i don't recognize,report_fraud
someone misused my card and put fraudulent transactions on it,report_fraud
i have charges on my amex card i didn't make,report_fraud
"""disable my card account and contact company to report fraudulent activty",report_fraud
"""i need to report fraudulent activity to my card company",report_fraud
"""please contact my credit card company to report fraudulent activity on",report_fraud
