text,intent_name,category,pred,confidence,correct,batch
i don't understand why my card was declined yesterday,card_declined,payments_billing,card_declined,0.8261559284623093,1,5
if i go to baltimore will i be safe,travel_alert,delivery_logistics,travel_alert,0.43449506321173426,1,6
how expensive was my most recent transaction,transactions,payments_billing,transactions,0.6420462805841706,1,6
i wanna confirm my reservation for 2/20 at 8 pm,confirm_reservation,order_management,confirm_reservation,0.7651952219897393,1,6
while on flight america airlines i lost luggage in o'hare,lost_luggage,delivery_logistics,lost_luggage,0.742997351579322,1,6
i'd like a reservation for 2 at olive garden for 5 pm today,restaurant_reservation,order_management,restaurant_reservation,0.3279212490713793,1,6
how do i set up direct deposit to my bank of hawaii account,direct_deposit,payments_billing,direct_deposit,0.9525036054245145,1,6
could you check my account and let me know how much i spent on food in january,spending_history,payments_billing,spending_history,0.41263247150101556,1,6
what is the tracking on my package,order_status,order_management,order_status,0.6192631286185637,1,6
how long do wire transfers take,oos,out_of_scope,oos,0.15606646132747423,1,6
"hello, i'd like a reservation for two at the olive garden at six tonight",restaurant_reservation,order_management,restaurant_reservation,0.22884423612585442,1,6
is it possible to pay my bill,pay_bill,payments_billing,pay_bill,0.37652155766324713,1,6
i want to pay my amazon credit card but i need to know the last few transactions,transactions,payments_billing,transactions,0.19988677528753465,1,6
"my card is cracked, please tell the card company",damaged_card,complaints_security,damaged_card,0.4723027018790014,1,6
why was my card declined yesterday,card_declined,payments_billing,card_declined,0.9502451639391305,1,6
can you explain why my card was declined,card_declined,payments_billing,card_declined,0.6940918878959241,1,6
are you able to answer algebra equations,oos,out_of_scope,oos,0.10776197799972574,1,6
"could you check to see if my order has been delivered, please",order_status,order_management,order_status,0.7121945767572885,1,6
i want to pay my car bill,pay_bill,payments_billing,pay_bill,0.613149257601022,1,6
"i would like to confirm my 7:30 pm reservation at morton's steakhouse, under michael james",confirm_reservation,order_management,confirm_reservation,0.3174572055823378,1,6
"can i make a reservation for 2 at state bird for 8:30, please",restaurant_reservation,order_management,restaurant_reservation,0.5584353792832211,1,6
take $40 and transfer it to account a from b,transfer,payments_billing,transfer,0.7127809563419198,1,6
reserve a table for four for tonight at 7 at the fatted calf,restaurant_reservation,order_management,restaurant_reservation,0.7289108714895652,1,6
just shut up,cancel,order_management,oos,0.11829974606182272,0,6
i went to target to buy a mug but my card did not work,card_declined,payments_billing,card_declined,0.315933725889587,1,6
what is the largest state in the us,oos,out_of_scope,oos,0.15262596432524753,1,6
when did camus die,oos,out_of_scope,spending_history,0.33897829528952655,0,6
on my list of reminders is what,reminder,scheduling,reminder,0.9342749209891509,1,6
can you transfer $5 from savings to checking,transfer,payments_billing,transfer,0.7339266185842457,1,6
"i creased my card today, contact the bank",damaged_card,complaints_security,damaged_card,0.21550217655584375,1,6
my credit card fell out of my back pocket and got flushed down the toilet,damaged_card,complaints_security,damaged_card,0.44302727640977413,1,6
is there someone i can talk to since i am in the airport waiting for my luggage which never came,lost_luggage,delivery_logistics,lost_luggage,0.7553590724061304,1,6
do i have anything in my reminders,reminder,scheduling,reminder,0.8194694526544906,1,6
what's trending in 90s television shows on netflix,oos,out_of_scope,oos,0.13872171972813163,1,6
take 100 dollars from checking and send it to savings,transfer,payments_billing,transfer,0.6900689833336416,1,6
can you get me a table for 3 at captain d's at 2pm,restaurant_reservation,order_management,restaurant_reservation,0.3486286716969017,1,6
what are some ways to reduce spending,oos,out_of_scope,spending_history,0.16322700115529895,0,6
i no longer need the reservation for 20 at ihop,cancel_reservation,order_management,cancel_reservation,0.2274133324849702,1,6
would it be safe to go to columbia,travel_alert,delivery_logistics,travel_alert,0.24727358084500708,1,6
i got to report fraudulent activity on my credit card,report_fraud,complaints_security,report_fraud,0.7532820228118802,1,6
i do not have pizza so will you order me some more,order,order_management,order_status,0.32562776252047265,0,6
my luggage was on delta flight abc123 out of houston and now i can’t find it,lost_luggage,delivery_logistics,lost_luggage,0.4971143971493435,1,6
please confirm my reservation for thursday at 10am,confirm_reservation,order_management,confirm_reservation,0.8647700197956812,1,6
how do i get paychecks put directly in my sunflower savings account,direct_deposit,payments_billing,transfer,0.20892799069788173,0,6
i think my card was declined at wal mart and i want to know why,card_declined,payments_billing,card_declined,0.391247413142698,1,6
will you order me some more lysol spray,order,order_management,order,0.36949846100288186,1,6
how to tell the company that my credit card melted,damaged_card,complaints_security,damaged_card,0.4070243486061103,1,6
do i have reservations at creme at 7 pm,confirm_reservation,order_management,confirm_reservation,0.4727686264865402,1,6
can you cancelt the reservation i have for dinner,cancel_reservation,order_management,cancel_reservation,0.5454504745541253,1,6
why did you decline my card at sfo,card_declined,payments_billing,card_declined,0.3714487752874923,1,6
can you remind me what i was trying to remember,reminder,scheduling,reminder_update,0.2268994456214482,0,6
can you restart my phone,oos,out_of_scope,bill_due,0.14905601707465752,0,6
what are some deals on amazon,oos,out_of_scope,order,0.12173458932605247,0,6
"forget it, i do not need it anymore",cancel,order_management,cancel,0.16843215481200993,1,6
are there any alerts for travelling to beirut,travel_alert,delivery_logistics,travel_alert,0.6484280116041319,1,7
can i get paychecks directly deposited to my bank of america account,direct_deposit,payments_billing,transfer,0.1787483891680446,0,7
remind me to take out the garbage in the morning,reminder_update,scheduling,reminder_update,0.47829827550535686,1,7
may i get all of the food transactions that were made last month,transactions,payments_billing,transactions,0.7009651647166397,1,7
should i be worried about any travel alerts for that country,travel_alert,delivery_logistics,travel_alert,0.9408298283779356,1,7
set a reminder for me,reminder_update,scheduling,reminder_update,0.9527904789675474,1,7
please get everything on my shopping list,order,order_management,order,0.8164285939762101,1,7
do you know when my next electric bill is due,bill_due,payments_billing,bill_due,0.38293592948606275,1,7
when's the gas bill due,bill_due,payments_billing,bill_due,0.23491125153338394,1,7
is there a specific way to set up direct deposit,direct_deposit,payments_billing,direct_deposit,0.9140724509356799,1,7
have i been spending a ton of money on movies lately,spending_history,payments_billing,spending_history,0.40604737871782143,1,7
when do i need to pay my at&t bill,bill_due,payments_billing,pay_bill,0.5597560889768561,0,7
how much did i spend on christmas gifts in december,spending_history,payments_billing,spending_history,0.6350333667528371,1,7
are you able to figure out where my package is,order_status,order_management,order_status,0.43336692443782604,1,7
do a websearch for direct deposit set up,direct_deposit,payments_billing,direct_deposit,0.8899161972624253,1,7
can you tell me all the reminders i have set on my reminder list,reminder,scheduling,reminder,0.8688124492017748,1,7
send over 50 dollars between my shared and not shared accounts,transfer,payments_billing,transfer,0.563538467073393,1,7
whats the deadline for amex payment,bill_due,payments_billing,bill_due,0.14998467117457603,1,7
"my luggage did not arrive, please investigate",lost_luggage,delivery_logistics,lost_luggage,0.35174008992799916,1,7
i want you to order everything on my shopping list,order,order_management,order,0.8911883101309483,1,7
what's it been costing me to buy three packs a day,spending_history,payments_billing,order,0.25128359654906707,0,7
show me recent transactions,transactions,payments_billing,transactions,0.9035776967831453,1,7
looks like someone made an unauthorized charge to nike on my account,report_fraud,complaints_security,report_fraud,0.3109183072101697,1,7
what was the last thing i purchased,transactions,payments_billing,oos,0.11352143068848107,0,7
i arrived on delta flight ab123 from juno but my luggage doesn't appear to have come with me,lost_luggage,delivery_logistics,lost_luggage,0.6668398156106707,1,7
how many ways can i make $1 using standard us coins,oos,out_of_scope,oos,0.10501781224357956,1,7
can you verify that i have a reservation at o'reilly's for 9,confirm_reservation,order_management,confirm_reservation,0.17456008493549421,1,7
how much money did i spend on tent equipment four hours ago,spending_history,payments_billing,spending_history,0.5822740321217255,1,7
create a reminder to pay taxes on monday,reminder_update,scheduling,reminder_update,0.5172723173818754,1,7
halt,cancel,order_management,cancel,0.1712217780078914,1,7
can you assist me in paying my electric bill,pay_bill,payments_billing,pay_bill,0.313284380222534,1,7
i want my reservation for march 1 at 8 pm confirmed,confirm_reservation,order_management,confirm_reservation,0.35937234014201747,1,7
purchase a computer for me,order,order_management,order,0.1772792485530849,1,7
will you take my bill payment,pay_bill,payments_billing,bill_due,0.34398470643412626,0,7
how long do mosquito's live,oos,out_of_scope,oos,0.22259850688380464,1,7
i was on delta flight ab123 out of new york and haven't been able to locate my luggage,lost_luggage,delivery_logistics,lost_luggage,0.6105161007203859,1,7
show me the transaction on macys,transactions,payments_billing,transactions,0.43151618493926525,1,7
can you get me a table for 5 at johnnys,restaurant_reservation,order_management,restaurant_reservation,0.4609143388633919,1,7
"i can not use my card, it is damaged",damaged_card,complaints_security,damaged_card,0.6905992681713642,1,7
what is the highest earning game on atari,oos,out_of_scope,oos,0.17681724747247185,1,7
have i have been spending a lot of money on shoes,spending_history,payments_billing,spending_history,0.4836617147376208,1,7
how much have i spent on clothes recently,spending_history,payments_billing,spending_history,0.6938772398828075,1,7
i have a fraudulent transaction from wal mart on my account,report_fraud,complaints_security,report_fraud,0.588638503020125,1,7
i want to see my recent transaction,transactions,payments_billing,transactions,0.7353136561514535,1,7
what is the exact due date for my mortgage payment,bill_due,payments_billing,bill_due,0.5905417259467126,1,7
i no longer need my reservation with carl at umami,cancel_reservation,order_management,cancel_reservation,0.35544358189249736,1,7
where are there current travel alerts,travel_alert,delivery_logistics,travel_alert,0.9266510166623829,1,7
pay my insurance bill,pay_bill,payments_billing,bill_due,0.3038309650529244,0,7
how much do i spend going out to eat,spending_history,payments_billing,spending_history,0.24190237705572887,1,7
speak back to me what's on my reminder list,reminder,scheduling,reminder,0.6493808788094819,1,7
bloomingdale's declined my card and i'd like to know why,card_declined,payments_billing,card_declined,0.41005769126655034,1,7
i think a thief used my card,report_fraud,complaints_security,report_fraud,0.2696557864093708,1,7
i'd like to report a fraudulent charge from people's natural gas,report_fraud,complaints_security,report_fraud,0.48394270710684195,1,7
set up payroll direct deposit to my checking account,direct_deposit,payments_billing,direct_deposit,0.7209827663940105,1,7
can you please help me locate my luggage,lost_luggage,delivery_logistics,lost_luggage,0.36082512545649775,1,8
i lost my luggage coming from new york city on american flight ab123,lost_luggage,delivery_logistics,lost_luggage,0.7447761168977272,1,8
i wanna know why my card was declined,card_declined,payments_billing,card_declined,0.7850137714798647,1,8
can you check to see if my order has been delivered,order_status,order_management,order_status,0.7121945767572885,1,8
who do i go to to find lost luggage,lost_luggage,delivery_logistics,lost_luggage,0.958370445708029,1,8
find out the status of my most recent online purchase,order_status,order_management,order_status,0.2473779739492432,1,8
i have a fraudulent transaction from wal mart on my account right now,report_fraud,complaints_security,report_fraud,0.5280803073663759,1,8
what's on my reminder list today,reminder,scheduling,reminder,0.721663272453876,1,8
my bags did not arrive here at smf,lost_luggage,delivery_logistics,lost_luggage,0.10518835634453273,1,8
i'm having trouble finding my luggage i was on delta flight ab123 out of new york,lost_luggage,delivery_logistics,lost_luggage,0.6698527790199252,1,8
can i cancel my reservations please,cancel_reservation,order_management,cancel_reservation,0.5408480509530095,1,8
i want to make sure my reservation for 5 at mcdonalds is still set,confirm_reservation,order_management,confirm_reservation,0.1409121936621648,1,8
is it safe to travel to iceland,travel_alert,delivery_logistics,travel_alert,0.8601413560821661,1,8
did i set up a reminder to clean the bathroom,reminder,scheduling,reminder_update,0.776730582786665,0,8
i want to verify my reservation for the 18th at 1pm,confirm_reservation,order_management,confirm_reservation,0.20745361776026897,1,8
please remind me at a later time,reminder_update,scheduling,reminder_update,0.48558023141378187,1,8
do i have any reminders to look up how to properly do a potato in my microwave,reminder,scheduling,reminder,0.42871264585842994,1,8
how much have i lately spent on eating out,spending_history,payments_billing,spending_history,0.6548694741838197,1,8
please tell me why walgreen's wouldn't take my card,card_declined,payments_billing,damaged_card,0.4387073581358929,0,8
what is slope of an inverted line,oos,out_of_scope,oos,0.1443020282577837,1,8
when do i need to pay the cable bill,bill_due,payments_billing,pay_bill,0.7020241406867599,0,8
quiet now,cancel,order_management,cancel,0.38362815827333074,1,8
cancel my reservation for dinner,cancel_reservation,order_management,cancel_reservation,0.9180188314711876,1,8
"what the heck, where's my luggage!",lost_luggage,delivery_logistics,lost_luggage,0.9774147434104216,1,8
can you walk me through setting up direct deposit,direct_deposit,payments_billing,direct_deposit,0.8801751357991557,1,8
get rid of my 4 pm reservation at the steakhouse please,cancel_reservation,order_management,restaurant_reservation,0.21312296793977442,0,8
can you list me tiger wood's stats,oos,out_of_scope,reminder,0.7658145826765838,0,8
i need a replacement phone charger ordered online,order,order_management,order,0.1015032261840429,1,8
when was toyota created,oos,out_of_scope,oos,0.18576113397455907,1,8
how do i get my check directly deposited,direct_deposit,payments_billing,direct_deposit,0.14550833880799788,1,8
what is the due date of my at&t bill,bill_due,payments_billing,bill_due,0.7215715701562937,1,8
send 2000 dollars between chase and rabobank accounts,transfer,payments_billing,transfer,0.4956038237343942,1,8
what is the origin of the name michael,oos,out_of_scope,oos,0.1261598874012592,1,8
why was my card declined at safeway,card_declined,payments_billing,card_declined,0.9652539474039485,1,8
the chip on my card is damaged and i need a new one,damaged_card,complaints_security,damaged_card,0.47099967916853225,1,8
"i just placed my order today, what is the status of it",order_status,order_management,order_status,0.5806298970012886,1,8
can you update me on my last amazon orders,order_status,order_management,order_status,0.11937642016293566,1,8
what date is my at&t bill due,bill_due,payments_billing,bill_due,0.7215715701562937,1,8
in o'hare lost luggage on flight america airlines,lost_luggage,delivery_logistics,lost_luggage,0.6349821363135603,1,8
how can i turn on direct deposit,direct_deposit,payments_billing,direct_deposit,0.9719379714468245,1,8
"i want to report fraudulent activity on my visa card, please",report_fraud,complaints_security,report_fraud,0.7910446501946062,1,8
oh shut the hell up would you,cancel,order_management,oos,0.12377550459708346,0,8
what is the status of my online order,order_status,order_management,order_status,0.8108442895639852,1,8
i flew on southwest airlines flight ab123 out of dallas and i can not find my luggage,lost_luggage,delivery_logistics,lost_luggage,0.6267659732713687,1,8
remind me to call the vet tomorrow,reminder_update,scheduling,reminder_update,0.6444228026347177,1,8
i may have a fraudulent transaction,report_fraud,complaints_security,report_fraud,0.822983096262589,1,8
can i get my transactions for the date of the 23rd,transactions,payments_billing,transactions,0.5499196179291991,1,8
i think i made a fraudulent transaction,report_fraud,complaints_security,report_fraud,0.8409752593465806,1,8
pay my cell bill from my deposit account,pay_bill,payments_billing,pay_bill,0.36210936079514033,1,8
can you tell me when my peco energy bill is due this month,bill_due,payments_billing,transactions,0.18811387266200785,0,8
what species of oak tree grows to be the tallest,oos,out_of_scope,oos,0.1656473430372945,1,8
what did i spend at bath and body works last month,spending_history,payments_billing,spending_history,0.6549533946701768,1,8
please order me a 7lb bag of world's best cat litter from targetcom,order,order_management,order,0.16266583690615677,1,8
cancel action,cancel,order_management,cancel,0.5816524369132635,1,8
"who is the oscar who ""the oscar's"" is named after",oos,out_of_scope,oos,0.20292634977154614,1,9
go ahead and close the reservation,cancel_reservation,order_management,cancel_reservation,0.19412546265837888,1,9
"i bent my card, can you report it to my bank",damaged_card,complaints_security,damaged_card,0.5488550952325851,1,9
have i been spending more money at restaurants,spending_history,payments_billing,spending_history,0.3658806302705923,1,9
i have to transfer from one account to my other one,transfer,payments_billing,transfer,0.8053413169215526,1,9
i'm out of conditioner so will you order me some more,order,order_management,order_status,0.6899657304246488,0,9
set a reminder for my doctors appointment,reminder_update,scheduling,reminder_update,0.9527904789675474,1,9
on the card can you give me the last transactions,transactions,payments_billing,transactions,0.5335562334884693,1,9
it seems someone conducted a fraudulent transaction on my account,report_fraud,complaints_security,report_fraud,0.8805724671735803,1,9
how do i find a common denominator,oos,out_of_scope,oos,0.1261598874012592,1,9
is respond to the professor's email on my list of reminders,reminder,scheduling,reminder,0.7729486903208074,1,9
can you buy something from walmartcom for me,order,order_management,order,0.6016332294602801,1,9
find out why my card was declined,card_declined,payments_billing,card_declined,0.9652539474039485,1,9
could you please track my package,order_status,order_management,order_status,0.7391096231248895,1,9
i need to be notified to clean the room,reminder_update,scheduling,reminder_update,0.11660882347375671,1,9
what color is the car,oos,out_of_scope,oos,0.1412335027261493,1,9
have i been spending a lot on take out lately,spending_history,payments_billing,spending_history,0.6709130262625081,1,9
report to the company that i damaged my card,damaged_card,complaints_security,damaged_card,0.7783233790836508,1,9
i want to see the list of transaction on my bank of hawaii,transactions,payments_billing,transactions,0.2478970673863396,1,9
"my luggage is lost, i was on american airlines ab123 out of los angeles",lost_luggage,delivery_logistics,lost_luggage,0.8544961970274072,1,9
can you tell me if there's a travel alert for that country,travel_alert,delivery_logistics,travel_alert,0.6309356520705502,1,9
i need to know what i have spent on food recently,spending_history,payments_billing,spending_history,0.6505314198271386,1,9
how do i find when my medical bill is due,bill_due,payments_billing,oos,0.12118932384290644,0,9
i need to find my luggage,lost_luggage,delivery_logistics,lost_luggage,0.5348836199823672,1,9
i'd like to have my paycheck direct deposited to my chase account,direct_deposit,payments_billing,direct_deposit,0.4374882882352128,1,9
my luggage has not arrived and i would like help locating it,lost_luggage,delivery_logistics,lost_luggage,0.33803023666611426,1,9
can i set a reminder,reminder_update,scheduling,reminder_update,0.9527904789675474,1,9
help me set up a direct deposit,direct_deposit,payments_billing,direct_deposit,0.9170469826668638,1,9
how many players are on the chicago bulls,oos,out_of_scope,oos,0.15846723605546273,1,9
submit order for everything,order,order_management,order_status,0.6899657304246488,0,9
put $20000 into my checking account from my savings account,transfer,payments_billing,transfer,0.6224431137108728,1,9
"""i need to report fraudulent activity to my card company",report_fraud,complaints_security,report_fraud,0.7469723568774613,1,9
how do i set up instant paycheck,direct_deposit,payments_billing,direct_deposit,0.3174098298730681,1,9
could you stop please,cancel,order_management,cancel,0.7663480882981357,1,9
send 100 dollars from checking to savings,transfer,payments_billing,transfer,0.6909809514002748,1,9
let me know what's on my list of reminders,reminder,scheduling,reminder,0.5987256935437416,1,9
i need to talk to someone about a transaction that was not made by me on my chase account,report_fraud,complaints_security,transactions,0.18215412827122077,0,9
set a reminder for monday pay taxes,reminder_update,scheduling,reminder_update,0.7251745257943525,1,9
when was kobe bryant born,oos,out_of_scope,oos,0.17960354666769854,1,9
undo this process,cancel,order_management,cancel,0.25601133463081194,1,9
confirm my reservation for red robin at 8,confirm_reservation,order_management,confirm_reservation,0.8374051989969366,1,9
please transfer $x from checking to saving,transfer,payments_billing,transfer,0.7254314199610268,1,9
what is the due date on my xfinity internet bill for february,bill_due,payments_billing,bill_due,0.37121512028843406,1,9
i'm afraid there is a false transaction on my account,report_fraud,complaints_security,transactions,0.3640764471941275,0,9
"hello, i need to cancel tonight's reservation for dinner",cancel_reservation,order_management,cancel_reservation,0.6576055572540922,1,9
"stop, i changed my mind",cancel,order_management,cancel,0.5186939616058823,1,9
i need to know the travel alerts for kenya,travel_alert,delivery_logistics,travel_alert,0.6434601810736388,1,9
set a reminder for me to take my meds,reminder_update,scheduling,reminder_update,0.9527904789675474,1,9
is it difficult to be successful on wall street,oos,out_of_scope,oos,0.1580896817796877,1,9
i need a reminder to remind me to do something,reminder_update,scheduling,reminder_update,0.833237374263268,1,9
help me set up direct deposit to my bank of hawaii checking account,direct_deposit,payments_billing,direct_deposit,0.8008992484811288,1,9
"order some cat for me, i ran out",order,order_management,order,0.3486578846555537,1,9
cancel my 6:00 reservation at the cheesecake factory,cancel_reservation,order_management,cancel_reservation,0.7000911140255228,1,9
i'd like to cancel the party of 7 we reserved at the olive garden,cancel_reservation,order_management,cancel_reservation,0.13992295978219807,1,9
is there overtime in college football,oos,out_of_scope,oos,0.18392807168585532,1,6
i need everything on my shopping list to be ordered,order,order_management,order,0.6990497934521468,1,6
can you see the second right inside the fridge,oos,out_of_scope,oos,0.17426059865468252,1,6
what's the best time of year to plant a tree,oos,out_of_scope,oos,0.3025396847461242,1,6
pay my gas bill from my saving account,pay_bill,payments_billing,pay_bill,0.41826656809472795,1,6
"i need some more lysol, could you order me some",order,order_management,order,0.4190420722800612,1,6
what other nations were involved in the chinese trade war,oos,out_of_scope,oos,0.219410687887753,1,6
who is the coach of the chicago bulls,oos,out_of_scope,oos,0.17137781469591037,1,6
i need a replacement phone charger ordered online,order,order_management,order,0.1015032261840429,1,6
give me the local newsi,oos,out_of_scope,oos,0.15812757811554398,1,6
how do i find when my cable bill is due,bill_due,payments_billing,bill_due,0.17954072062931103,1,6
i need to pay my bill,pay_bill,payments_billing,pay_bill,0.5597560889768561,1,6
i need to pay my water bill,pay_bill,payments_billing,bill_due,0.38528796834855333,0,6
i'm out of lysol could you order me some,order,order_management,order,0.4464862211012567,1,6
are you able to purchase underpants for me,order,order_management,order,0.38044363045290536,1,6
whats the deadline for amex payment,bill_due,payments_billing,bill_due,0.14998467117457603,1,6
will you order me some more lysol spray,order,order_management,order,0.36949846100288186,1,6
please buy me flowers,order,order_management,order,0.3009633449195817,1,6
how do you get an oscar,oos,out_of_scope,oos,0.20292634977154614,1,6
i want you to buy me a shirt,order,order_management,order,0.37939982052022236,1,6
can you tell me how to figure a percentage of a number,oos,out_of_scope,oos,0.20215164429622687,1,6
how long do chipmunks usually live,oos,out_of_scope,oos,0.22259850688380464,1,6
will there be a new season of true detective,oos,out_of_scope,oos,0.17667167177601242,1,6
what is saas marketing,oos,out_of_scope,oos,0.2247494022775185,1,6
why do males want to be alpha,oos,out_of_scope,oos,0.18596063546000838,1,6
how many people fall victim to internet scams per year,oos,out_of_scope,oos,0.22305569142061488,1,6
how much is my water bill,bill_due,payments_billing,bill_due,0.3104522187414143,1,6
what's the fastest growing stock of 2019,oos,out_of_scope,oos,0.19901191594706433,1,6
where was salt created,oos,out_of_scope,oos,0.18576113397455907,1,6
i'd like to have everything on the shopping list,order,order_management,order,0.6188200401466317,1,6
i want to pay my gas bill,pay_bill,payments_billing,pay_bill,0.7234926258066805,1,7
where do i find information on when the water bill is due,bill_due,payments_billing,bill_due,0.24914028666981597,1,7
what are some ways to prepare portabello mushrooms,oos,out_of_scope,oos,0.1706437032704864,1,7
is the stock market up or down today,oos,out_of_scope,oos,0.21587485420410618,1,7
where was john denver born,oos,out_of_scope,oos,0.18329297627161575,1,7
can you forward this email to my boss,oos,out_of_scope,oos,0.18496639844441878,1,7
how many pokemon are there,oos,out_of_scope,oos,0.16914629842511636,1,7
i'd like to buy some cooking pans,order,order_management,order,0.2651213058663551,1,7
please find the exact payment due date for my sprint phone bill,bill_due,payments_billing,bill_due,0.4564789122315024,1,7
why are exponents preformed before multiplication in the order of operations,oos,out_of_scope,oos,0.14404027403304764,1,7
is it legal to breed and sell rabbits without a license,oos,out_of_scope,oos,0.15298406473235954,1,7
get everything on my shopping list,order,order_management,order,0.8164285939762101,1,7
when's the next movie starring thor set to come out,oos,out_of_scope,oos,0.1550649155252998,1,7
what's my horoscope today,oos,out_of_scope,oos,0.17460708712334158,1,7
when is my next car payment,bill_due,payments_billing,bill_due,0.37122400885847656,1,7
can you see the second right inside the fridge,oos,out_of_scope,oos,0.17426059865468252,1,7
find out for me what kind of benefits military veterans have after retirement,oos,out_of_scope,oos,0.23597651251352503,1,7
what do the values of numbers mean non-numerically,oos,out_of_scope,oos,0.19485186394607384,1,7
when do i have to pay my electric bill by,bill_due,payments_billing,pay_bill,0.6320320918140352,0,7
can i pay a bill,pay_bill,payments_billing,pay_bill,0.8242753569173882,1,7
how long do i have left to pay for my chase credit card,bill_due,payments_billing,bill_due,0.3608848103685153,1,7
i want to pay my car payment,pay_bill,payments_billing,pay_bill,0.5927653162602378,1,7
what's the most dominant scale in bluegrass,oos,out_of_scope,oos,0.14395613773705754,1,7
please save my draft for me so i can work on it later,oos,out_of_scope,oos,0.16213447744480883,1,7
can you order more chapstick i am all out,order,order_management,order_status,0.6899657304246488,0,7
which sport is the most fun,oos,out_of_scope,oos,0.18849971855606584,1,7
what's the most effective bug repellant,oos,out_of_scope,oos,0.17339984517367962,1,7
please order me everything that is on my shopping list,order,order_management,order,0.8913825132722192,1,7
i need the new due date for my pgw gas bill,bill_due,payments_billing,bill_due,0.3397064107397602,1,7
when is the bill due,bill_due,payments_billing,oos,0.1261598874012592,0,7
pay my insurance bill,pay_bill,payments_billing,bill_due,0.3038309650529244,0,8
when do i need to pay my annual payment for auto insurance,bill_due,payments_billing,bill_due,0.4069945306877598,1,8
is the bachelor on tonight,oos,out_of_scope,cancel_reservation,0.1223029585918508,0,8
is there overtime in college football,oos,out_of_scope,oos,0.18392807168585532,1,8
how can i know when my cable bill is due,bill_due,payments_billing,bill_due,0.2940361809106323,1,8
any headlines from my areai,oos,out_of_scope,oos,0.17339984517367957,1,8
who are some notable alumni of ucsd,oos,out_of_scope,oos,0.1903779411066123,1,8
what are some of picasso's most famous works,oos,out_of_scope,oos,0.18517882070010017,1,8
when do classes start,oos,out_of_scope,oos,0.18059232087200924,1,8
how fast does an airplane travel,oos,out_of_scope,travel_alert,0.7986829931075617,0,8
can you help me pay a bill,pay_bill,payments_billing,pay_bill,0.8107653154065562,1,8
how many oscars did star wars films win,oos,out_of_scope,oos,0.18287217811035883,1,8
i want to do a payment on my water bill,pay_bill,payments_billing,pay_bill,0.24128617069784605,1,8
tell me when my bill will be due,bill_due,payments_billing,bill_due,0.14664402734678986,1,8
i must pay my cable bill from my checking account,pay_bill,payments_billing,pay_bill,0.6869417335613539,1,8
what are my local news stations,oos,out_of_scope,oos,0.18587160197583602,1,8
how many students attend ucsb,oos,out_of_scope,oos,0.1261598874012592,1,8
who is radiohead,oos,out_of_scope,oos,0.14141547429682408,1,8
what other nations were involved in the chinese trade war,oos,out_of_scope,oos,0.219410687887753,1,8
i need to know the due date for my credit card,bill_due,payments_billing,bill_due,0.5117825770216616,1,8
put in the order for everything on my shopping list,order,order_management,order,0.8913825132722192,1,8
is the shutdown over,oos,out_of_scope,oos,0.1261598874012592,1,8
will you block non-kid friendly shows,oos,out_of_scope,oos,0.17843463482801955,1,8
i need help paying my hoa bill,pay_bill,payments_billing,pay_bill,0.4596076206864917,1,8
how do you know if a mushroom is edible,oos,out_of_scope,oos,0.16852876046318827,1,8
how do i remove a coffee blemish,oos,out_of_scope,oos,0.18159615498369255,1,8
what is saas marketing,oos,out_of_scope,oos,0.2247494022775185,1,8
i don't have ice cream so will you order me some more,order,order_management,order,0.3237169592689246,1,8
who are some notable alumni of ucsd,oos,out_of_scope,oos,0.1903779411066123,1,8
what day do i have to pay for my capital one card,bill_due,payments_billing,bill_due,0.38630577934689525,1,8
i'm out of soap so will you order me some more,order,order_management,order_status,0.6899657304246488,0,9
i'm ready to put in the order for everything on my shopping list,order,order_management,order,0.7080429752181927,1,9
what date do i have to pay my bill,bill_due,payments_billing,bill_due,0.6428605703362792,1,9
what's the average battery life of an android phone,oos,out_of_scope,oos,0.1706121559115815,1,9
i'm out of detergent so will you order me some more,order,order_management,order,0.3054988667913004,1,9
where can i find the cruise control on my kia sportage 2010,oos,out_of_scope,oos,0.20556049838776264,1,9
i am needing you to buy me some shoes,order,order_management,order,0.27224097369759265,1,9
can you tell me how to figure a percentage of a number,oos,out_of_scope,oos,0.20215164429622687,1,9
i'd like to buy some cooking pans,order,order_management,order,0.2651213058663551,1,9
i would like everything on my shopping list ordered,order,order_management,order,0.6543366905714016,1,9
i do not have pizza so will you order me some more,order,order_management,order_status,0.32562776252047265,0,9
i would like you to buy me some paper plates,order,order_management,order,0.34978291705079056,1,9
what are the pros and cons of credit cards,oos,out_of_scope,bill_due,0.13919337031715467,0,9
what is the most popular airline,oos,out_of_scope,oos,0.19537530899233585,1,9
when's the gas bill due,bill_due,payments_billing,bill_due,0.23491125153338394,1,9
what's my horoscope today,oos,out_of_scope,oos,0.17460708712334158,1,9
use my capital one account to pay for my gas bill,pay_bill,payments_billing,pay_bill,0.428151007339506,1,9
what animals have alpha males,oos,out_of_scope,oos,0.22988097830173362,1,9
can you order more chapstick i am all out,order,order_management,order_status,0.6899657304246488,0,9
what animals have alpha males,oos,out_of_scope,oos,0.22988097830173362,1,9
where do squirrels's live,oos,out_of_scope,oos,0.22347530213580213,1,9
i'm out of conditioner so will you order me some more,order,order_management,order_status,0.6899657304246488,0,9
i am currently out of q tips and need more ordered right away,order,order_management,order,0.1811905631517652,1,9
